row_id,payload,expected_class,source_file
52,"{'time': '1451770138', 'use [kW]': 1.59255, 'gen [kW]': 0.003183333, 'House overall [kW]': 1.59255, 'Dishwasher [kW]': 0.0002, 'Furnace 1 [kW]': 0.506516667, 'Furnace 2 [kW]': 0.653766667, 'Home office [kW]': 0.04175, 'Fridge [kW]': 0.005016667, 'Wine cellar [kW]': 0.007433333, 'Garage door [kW]': 0.012683333, 'Kitchen 12 [kW]': 0.000583333, 'Kitchen 14 [kW]': 1.67e-05, 'Kitchen 38 [kW]': 0.0, 'Barn [kW]': 0.138683333, 'Well [kW]': 0.001033333, 'Microwave [kW]': 0.003983333, 'Living room [kW]': 0.001583333, 'Solar [kW]': 0.003183333, 'temperature': 57.66, 'icon': 'clear-day', 'humidity': 0.21, 'visibility': 10.0, 'summary': 'Clear', 'apparentTemperature': 57.66, 'pressure': 1025.85, 'windSpeed': 8.48, 'cloudCover': '0', 'windBearing': 5.0, 'precipIntensity': 0.0, 'dewPoint': 17.48, 'precipProbability': 0.0}",Public,HomeC.csv
53,"{'Rank': 1, 'CCA3': 'CHN', 'Country/Territory': 'China', 'Capital': 'Beijing', 'Continent': 'Asia', '2022 Population': 1425887337, '2020 Population': 1424929781, '2015 Population': 1393715448, '2010 Population': 1348191368, '2000 Population': 1264099069, '1990 Population': 1153704252, '1980 Population': 982372466, '1970 Population': 822534450, 'Area (kmÂ²)': 9706961, 'Density (per kmÂ²)': 146.8933, 'Growth Rate': 1.0, 'World Population Percentage': 17.88}",Public,world_population.csv
54,"{'id': 396923, 'Airline': 'FL', 'Flight': 193, 'AirportFrom': 'DCA', 'AirportTo': 'ATL', 'DayOfWeek': 4, 'Time': 999, 'Length': 118, 'Delay': 0}",Public,Airlines.csv
55,"{'id': 481742, 'Airline': 'DL', 'Flight': 1836, 'AirportFrom': 'ATL', 'AirportTo': 'SLC', 'DayOfWeek': 2, 'Time': 1015, 'Length': 254, 'Delay': 1}",Public,Airlines.csv
56,"{'Transaction_ID': 196619.0, 'Customer_ID': 28912.0, 'Transaction_Amount (in Million)': 9.0, 'Transaction_Time': '23:39', 'Transaction_Date': '2025-01-12', 'Transaction_Type': 'ATM', 'Merchant_ID': 48151.0, 'Merchant_Category': 'Fuel', 'Transaction_Location': 'Dubai', 'Customer_Home_Location': 'Islamabad', 'Distance_From_Home': 232.0, 'Device_ID': 953144.0, 'IP_Address': '251.212.39.62', 'Card_Type': 'Credit', 'Account_Balance (in Million)': 14.0, 'Daily_Transaction_Count': 5.0, 'Weekly_Transaction_Count': 1.0, 'Avg_Transaction_Amount (in Million)': 5.0, 'Max_Transaction_Last_24h (in Million)': 6.0, 'Is_International_Transaction': 'No', 'Is_New_Merchant': 'No', 'Failed_Transaction_Count': 1.0, 'Unusual_Time_Transaction': 'Yes', 'Previous_Fraud_Count': 1.0, 'Fraud_Label': 'Normal'}",Sensitive,FraudShield_Banking_Data.csv
57,"{'Rank': 159, 'CCA3': 'SWZ', 'Country/Territory': 'Eswatini', 'Capital': 'Mbabane', 'Continent': 'Africa', '2022 Population': 1201670, '2020 Population': 1180655, '2015 Population': 1133936, '2010 Population': 1099920, '2000 Population': 1030496, '1990 Population': 854011, '1980 Population': 598564, '1970 Population': 442865, 'Area (kmÂ²)': 17364, 'Density (per kmÂ²)': 69.2047, 'Growth Rate': 1.0079, 'World Population Percentage': 0.02}",Public,world_population.csv
58,"{'source_text': '""ID,SOCIALNUMBER,TEL,COMMENTS\\n1,777 064 4987,007.200-193-8263,\\""Plan, develop, and implement engaging online course content tailored to diverse learning styles and accommodate interactive features for optimal student engagement.\\""\\n2,710.076.3818,099 3802-9499,\\""Integrate multimedia elements into the online course material to enhance visual and auditory learning experiences, ensuring accessibility and inclusivity for all learners.\\""\\n3', 'language': 'English', 'record_id': '40786A', 'split_set': 'train'}",Sensitive,pii_masking_sample.csv
59,"{'Formatted Date': '2016-12-27 04:00:00.000 +0100', 'Summary': 'Mostly Cloudy', 'Precip Type': 'snow', 'Temperature (C)': -1.883333333, 'Apparent Temperature (C)': -5.272222222, 'Humidity': 0.95, 'Wind Speed (km/h)': 9.0804, 'Wind Bearing (degrees)': 208, 'Visibility (km)': 4.4597, 'Pressure (millibars)': 1020.28, 'Daily Summary': 'Mostly cloudy throughout the day.'}",Public,weatherHistory.csv
60,"{'source_text': '<!DOCTYPE html>\n<html lang=""en"">\n\n<head>\n    <meta charset=""UTF-8"">\n    <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">\n    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">\n    <title>Student Support Services Feedback Form</title>\n</head>\n\n<body>\n    <h1>Student Support Services Feedback Form</h1>\n    \n    <form action=""/submit-feedback"" method=""post"">\n        <label for=""student-email', 'language': 'English', 'record_id': '40881A', 'split_set': 'train'}",Sensitive,pii_masking_sample_b.csv
61,"{'Formatted Date': '2016-04-16 04:00:00.000 +0200', 'Summary': 'Partly Cloudy', 'Precip Type': 'rain', 'Temperature (C)': 7.783333333, 'Apparent Temperature (C)': 5.8, 'Humidity': 0.83, 'Wind Speed (km/h)': 11.0768, 'Wind Bearing (degrees)': 161, 'Visibility (km)': 16.1, 'Pressure (millibars)': 1013.03, 'Daily Summary': 'Partly cloudy until night and breezy starting in the morning continuing until afternoon.'}",Public,weatherHistory.csv
62,"{'Employee_ID': 22175, 'Employee_Name': 'Mia Brown', 'Age': 44, 'Country': 'Mexico', 'Department': 'HR', 'Position': 'Executive', 'Salary': 104938.75, 'Joining_Date': '2020-11-04'}",Sensitive,employee_records.csv
63,"{'Formatted Date': '2015-05-17 07:00:00.000 +0200', 'Summary': 'Mostly Cloudy', 'Precip Type': 'rain', 'Temperature (C)': 14.86666667, 'Apparent Temperature (C)': 14.86666667, 'Humidity': 0.88, 'Wind Speed (km/h)': 5.2325, 'Wind Bearing (degrees)': 252, 'Visibility (km)': 8.05, 'Pressure (millibars)': 1021.21, 'Daily Summary': 'Mostly cloudy throughout the day.'}",Public,weatherHistory.csv
64,"{'Employee_ID': 3071, 'Employee_Name': 'Mason Wilson', 'Age': 60, 'Country': 'Australia', 'Department': 'HR', 'Position': 'Executive', 'Salary': 124262.99, 'Joining_Date': '2025-03-07'}",Sensitive,employee_records.csv
65,"{'Employee_ID': 2849, 'Employee_Name': 'Ethan Thomas', 'Age': 40, 'Country': 'USA', 'Department': 'Engineering', 'Position': 'Assistant', 'Salary': 43214.3, 'Joining_Date': '2018-04-12'}",Sensitive,employee_records.csv
66,"{'Pregnancies': 4.0, 'Glucose': 197.0, 'BloodPressure': 70.0, 'SkinThickness': 39.0, 'Insulin': 744.0, 'BMI': 36.7, 'DiabetesPedigreeFunction': 2.329, 'Age': 31.0, 'Outcome': 0.0}",Sensitive,diabetes.csv
67,"{'Employee_ID': 24271, 'Employee_Name': 'Lucas Davis', 'Age': 52, 'Country': 'USA', 'Department': 'Support', 'Position': 'Developer', 'Salary': 68095.47, 'Joining_Date': '2020-01-31'}",Sensitive,employee_records.csv
68,"{'Formatted Date': '2016-07-06 23:00:00.000 +0200', 'Summary': 'Mostly Cloudy', 'Precip Type': 'rain', 'Temperature (C)': 17.61111111, 'Apparent Temperature (C)': 17.61111111, 'Humidity': 0.65, 'Wind Speed (km/h)': 9.7888, 'Wind Bearing (degrees)': 300, 'Visibility (km)': 15.1823, 'Pressure (millibars)': 1016.3, 'Daily Summary': 'Mostly cloudy throughout the day.'}",Public,weatherHistory.csv
69,"{'time': '1451743884', 'use [kW]': 0.637433333, 'gen [kW]': 0.003083333, 'House overall [kW]': 0.637433333, 'Dishwasher [kW]': 0.00025, 'Furnace 1 [kW]': 0.06365, 'Furnace 2 [kW]': 0.102383333, 'Home office [kW]': 0.111966667, 'Fridge [kW]': 0.136116667, 'Wine cellar [kW]': 0.008016667, 'Garage door [kW]': 0.013066667, 'Kitchen 12 [kW]': 0.000366667, 'Kitchen 14 [kW]': 1.67e-05, 'Kitchen 38 [kW]': 0.0, 'Barn [kW]': 0.032933333, 'Well [kW]': 0.001, 'Microwave [kW]': 0.004, 'Living room [kW]': 0.001583333, 'Solar [kW]': 0.003083333, 'temperature': 38.84, 'icon': 'clear-night', 'humidity': 0.75, 'visibility': 10.0, 'summary': 'Clear', 'apparentTemperature': 34.55, 'pressure': 1028.09, 'windSpeed': 5.75, 'cloudCover': '0.03', 'windBearing': 157.0, 'precipIntensity': 0.0, 'dewPoint': 31.58, 'precipProbability': 0.0}",Public,HomeC.csv
70,"{'Formatted Date': '2008-07-14 07:00:00.000 +0200', 'Summary': 'Partly Cloudy', 'Precip Type': 'rain', 'Temperature (C)': 21.9, 'Apparent Temperature (C)': 21.9, 'Humidity': 0.7, 'Wind Speed (km/h)': 10.1752, 'Wind Bearing (degrees)': 37, 'Visibility (km)': 9.9015, 'Pressure (millibars)': 1011.25, 'Daily Summary': 'Partly cloudy throughout the day and breezy in the evening.'}",Public,weatherHistory.csv
71,"{'Rank': 13, 'CCA3': 'PHL', 'Country/Territory': 'Philippines', 'Capital': 'Manila', 'Continent': 'Asia', '2022 Population': 115559009, '2020 Population': 112190977, '2015 Population': 103031365, '2010 Population': 94636700, '2000 Population': 77958223, '1990 Population': 61558898, '1980 Population': 48419546, '1970 Population': 37435586, 'Area (kmÂ²)': 342353, 'Density (per kmÂ²)': 337.5434, 'Growth Rate': 1.0147, 'World Population Percentage': 1.45}",Public,world_population.csv
72,"{'source_text': 'urney.\n\n2. Training:\n\n- Fees for mentor training workshops.\n- Expenses for guest speakers to provide specialized training sessions.\n\n3. Events:\n\n- Organizing mentorship program kickoff event for participants.\n- Arranging networking events to foster relationships between mentors and mentees.\n\n4. Administration:\n\n- Hiring administrative staff to', 'language': 'English', 'record_id': '40900B', 'split_set': 'train'}",Sensitive,pii_masking_sample_b.csv
73,"{'Rank': 169, 'CCA3': 'MNE', 'Country/Territory': 'Montenegro', 'Capital': 'Podgorica', 'Continent': 'Europe', '2022 Population': 627082, '2020 Population': 629048, '2015 Population': 633966, '2010 Population': 631044, '2000 Population': 633324, '1990 Population': 621442, '1980 Population': 589324, '1970 Population': 530268, 'Area (kmÂ²)': 13812, 'Density (per kmÂ²)': 45.4012, 'Growth Rate': 0.9988, 'World Population Percentage': 0.01}",Public,world_population.csv
74,"{'id': 45562, 'Airline': 'UA', 'Flight': 312, 'AirportFrom': 'TPA', 'AirportTo': 'IAD', 'DayOfWeek': 5, 'Time': 841, 'Length': 136, 'Delay': 0}",Public,Airlines.csv
75,"{'Formatted Date': '2011-06-20 16:00:00.000 +0200', 'Summary': 'Mostly Cloudy', 'Precip Type': 'rain', 'Temperature (C)': 22.71111111, 'Apparent Temperature (C)': 22.71111111, 'Humidity': 0.38, 'Wind Speed (km/h)': 15.5687, 'Wind Bearing (degrees)': 272, 'Visibility (km)': 9.982, 'Pressure (millibars)': 1017.79, 'Daily Summary': 'Partly cloudy throughout the day.'}",Public,weatherHistory.csv
76,"{'time': '1451666233', 'use [kW]': 0.316516667, 'gen [kW]': 0.003066667, 'House overall [kW]': 0.316516667, 'Dishwasher [kW]': 1.67e-05, 'Furnace 1 [kW]': 0.020583333, 'Furnace 2 [kW]': 0.064, 'Home office [kW]': 0.054, 'Fridge [kW]': 0.005116667, 'Wine cellar [kW]': 0.00765, 'Garage door [kW]': 0.013166667, 'Kitchen 12 [kW]': 0.000683333, 'Kitchen 14 [kW]': 0.0, 'Kitchen 38 [kW]': 0.0, 'Barn [kW]': 0.03095, 'Well [kW]': 0.001, 'Microwave [kW]': 0.004016667, 'Living room [kW]': 0.001716667, 'Solar [kW]': 0.003066667, 'temperature': 35.46, 'icon': 'clear-night', 'humidity': 0.5, 'visibility': 10.0, 'summary': 'Clear', 'apparentTemperature': 27.61, 'pressure': 1013.06, 'windSpeed': 10.89, 'cloudCover': '0.1', 'windBearing': 197.0, 'precipIntensity': 0.0, 'dewPoint': 18.84, 'precipProbability': 0.0}",Public,HomeC.csv
77,"{'Rank': 220, 'CCA3': 'MAF', 'Country/Territory': 'Saint Martin', 'Capital': 'Marigot', 'Continent': 'North America', '2022 Population': 31791, '2020 Population': 32552, '2015 Population': 35020, '2010 Population': 36458, '2000 Population': 29610, '1990 Population': 28127, '1980 Population': 7776, '1970 Population': 5802, 'Area (kmÂ²)': 53, 'Density (per kmÂ²)': 599.8302, 'Growth Rate': 0.9951, 'World Population Percentage': 0.0}",Public,world_population.csv
78,"{'source_text': 'ting to sustainability projects and volunteering opportunities.\n\n5. Personal Commitment to Sustainability\n- Reflecting on your individual impact on the environment.\n- Setting personal sustainability goals and initiatives.\n- Cultivating a culture of sustainability within and beyond the workplace.\n\nRemember, sustainability is not just a goal; it is a mindset and a way of life. By incorporating sustainable practices', 'language': 'English', 'record_id': '40818D', 'split_set': 'train'}",Sensitive,pii_masking_sample.csv
79,"{'Employee_ID': 1042, 'Employee_Name': 'Ethan Thomas', 'Age': 39, 'Country': 'UK', 'Department': 'Support', 'Position': 'Executive', 'Salary': 108370.4, 'Joining_Date': '2016-03-17'}",Sensitive,employee_records.csv
80,"{'source_text': 'tiatives. We recognize the importance of sourcing responsibly and aim to support environmentally and socially sustainable practices.\n\nKey Elements:\n1. 228, Whaddon Lane, Winchester, ENG, SO21 1JF, SO21 1JG\n2. 808, Kings Lane, Norwich, ENG, NR1\n3. 623, Dundridge Lane, Southampton, ENG, SO32, Lodge 183\n\nProcedure:\n1. All sourcing activities must comply with the ethical standards outlined in this pol', 'language': 'English', 'record_id': '40822B', 'split_set': 'train'}",Sensitive,pii_masking_sample.csv
81,"{'Employee_ID': 977, 'Employee_Name': 'Ava Martinez', 'Age': 41, 'Country': 'Australia', 'Department': 'Finance', 'Position': 'Executive', 'Salary': 139176.89, 'Joining_Date': '2021-06-21'}",Sensitive,employee_records.csv
82,"{'id': 82628, 'Airline': 'WN', 'Flight': 931, 'AirportFrom': 'MCI', 'AirportTo': 'DEN', 'DayOfWeek': 7, 'Time': 1140, 'Length': 115, 'Delay': 1}",Public,Airlines.csv
83,"{'id': 101415, 'Airline': 'OO', 'Flight': 4485, 'AirportFrom': 'MSP', 'AirportTo': 'CID', 'DayOfWeek': 1, 'Time': 1180, 'Length': 72, 'Delay': 1}",Public,Airlines.csv
84,"{'time': '1451648425', 'use [kW]': 1.192533333, 'gen [kW]': 0.002966667, 'House overall [kW]': 1.192533333, 'Dishwasher [kW]': 0.00025, 'Furnace 1 [kW]': 0.4811, 'Furnace 2 [kW]': 0.06555, 'Home office [kW]': 0.068216667, 'Fridge [kW]': 0.004933333, 'Wine cellar [kW]': 0.121816667, 'Garage door [kW]': 0.01215, 'Kitchen 12 [kW]': 0.0009, 'Kitchen 14 [kW]': 0.00035, 'Kitchen 38 [kW]': 1.67e-05, 'Barn [kW]': 0.286683333, 'Well [kW]': 0.001, 'Microwave [kW]': 0.004, 'Living room [kW]': 0.001016667, 'Solar [kW]': 0.002966667, 'temperature': 21.19, 'icon': 'clear-night', 'humidity': 0.65, 'visibility': 7.58, 'summary': 'Clear', 'apparentTemperature': 9.7, 'pressure': 1004.15, 'windSpeed': 11.06, 'cloudCover': '0.31', 'windBearing': 295.0, 'precipIntensity': 0.0, 'dewPoint': 11.28, 'precipProbability': 0.0}",Public,HomeC.csv
85,"{'Formatted Date': '2009-09-06 01:00:00.000 +0200', 'Summary': 'Partly Cloudy', 'Precip Type': 'rain', 'Temperature (C)': 12.22222222, 'Apparent Temperature (C)': 12.22222222, 'Humidity': 0.74, 'Wind Speed (km/h)': 11.27, 'Wind Bearing (degrees)': 300, 'Visibility (km)': 16.1, 'Pressure (millibars)': 1021.6, 'Daily Summary': 'Partly cloudy until night.'}",Public,weatherHistory.csv
86,"{'Rank': 127, 'CCA3': 'OMN', 'Country/Territory': 'Oman', 'Capital': 'Muscat', 'Continent': 'Asia', '2022 Population': 4576298, '2020 Population': 4543399, '2015 Population': 4191776, '2010 Population': 2881914, '2000 Population': 2344253, '1990 Population': 1804524, '1980 Population': 1017462, '1970 Population': 670693, 'Area (kmÂ²)': 309500, 'Density (per kmÂ²)': 14.7861, 'Growth Rate': 1.0123, 'World Population Percentage': 0.06}",Public,world_population.csv
87,"{'Rank': 102, 'CCA3': 'SLE', 'Country/Territory': 'Sierra Leone', 'Capital': 'Freetown', 'Continent': 'Africa', '2022 Population': 8605718, '2020 Population': 8233969, '2015 Population': 7314773, '2010 Population': 6436698, '2000 Population': 4584067, '1990 Population': 4325388, '1980 Population': 3367477, '1970 Population': 2778557, 'Area (kmÂ²)': 71740, 'Density (per kmÂ²)': 119.957, 'Growth Rate': 1.022, 'World Population Percentage': 0.11}",Public,world_population.csv
88,"{'time': '1451677353', 'use [kW]': 0.594416667, 'gen [kW]': 0.00355, 'House overall [kW]': 0.594416667, 'Dishwasher [kW]': 0.0, 'Furnace 1 [kW]': 0.0697, 'Furnace 2 [kW]': 0.061783333, 'Home office [kW]': 0.041766667, 'Fridge [kW]': 0.126466667, 'Wine cellar [kW]': 0.00675, 'Garage door [kW]': 0.0127, 'Kitchen 12 [kW]': 0.000316667, 'Kitchen 14 [kW]': 1.67e-05, 'Kitchen 38 [kW]': 0.0, 'Barn [kW]': 0.031016667, 'Well [kW]': 0.00075, 'Microwave [kW]': 0.003683333, 'Living room [kW]': 0.001283333, 'Solar [kW]': 0.00355, 'temperature': 31.7, 'icon': 'clear-night', 'humidity': 0.7, 'visibility': 10.0, 'summary': 'Clear', 'apparentTemperature': 25.53, 'pressure': 1016.05, 'windSpeed': 6.44, 'cloudCover': '0.02', 'windBearing': 31.0, 'precipIntensity': 0.0, 'dewPoint': 23.01, 'precipProbability': 0.0}",Public,HomeC.csv
89,"{'Transaction_ID': 545813.0, 'Customer_ID': 90537.0, 'Transaction_Amount (in Million)': 9.0, 'Transaction_Time': '05:36', 'Transaction_Date': '2025-04-10', 'Transaction_Type': 'POS', 'Merchant_ID': 70689.0, 'Merchant_Category': 'Clothing', 'Transaction_Location': 'Multan', 'Customer_Home_Location': 'Faisalabad', 'Distance_From_Home': 437.0, 'Device_ID': 516350.0, 'IP_Address': '200.149.194.21', 'Card_Type': 'Credit', 'Account_Balance (in Million)': 39.0, 'Daily_Transaction_Count': 4.0, 'Weekly_Transaction_Count': 18.0, 'Avg_Transaction_Amount (in Million)': 4.0, 'Max_Transaction_Last_24h (in Million)': 5.0, 'Is_International_Transaction': 'Yes', 'Is_New_Merchant': 'Yes', 'Failed_Transaction_Count': 2.0, 'Unusual_Time_Transaction': 'No', 'Previous_Fraud_Count': 0.0, 'Fraud_Label': 'Normal'}",Sensitive,FraudShield_Banking_Data.csv
90,"{'Pregnancies': 8.0, 'Glucose': 154.0, 'BloodPressure': 78.0, 'SkinThickness': 32.0, 'Insulin': 0.0, 'BMI': 32.4, 'DiabetesPedigreeFunction': 0.443, 'Age': 45.0, 'Outcome': 1.0}",Sensitive,diabetes.csv
91,"{'source_text': 'participant in extracurricular activities.\n3. **Responsibility:** Completed assignments diligently and on time.\n\n*Student Name:*\n- **ISMIT 608315 9 602**\n\n*Incidents/Observations:*\n1. **Behavior:** Demonstrated leadership qualities during group projects.\n2. **Communication:** Expresses ideas clearly and articulately.\n3. **Initiative:** Takes the lead in organizing study groups for peers.\n\n*Student Name:*\n- **ALHAS8102419535**\n\n*Incidents/Observ', 'language': 'English', 'record_id': '40837B', 'split_set': 'train'}",Sensitive,pii_masking_sample.csv
92,"{'id': 376418, 'Airline': 'XE', 'Flight': 3143, 'AirportFrom': 'RSW', 'AirportTo': 'IAH', 'DayOfWeek': 3, 'Time': 895, 'Length': 170, 'Delay': 0}",Public,Airlines.csv
93,"{'source_text': 'school council, noticed the unauthorized presence and reported it immediately. M@outlook.com shared their observations with the school authorities, emphasizing the importance of maintaining discipline and regular attendance.\n\nMeanwhile, gmvkagcbjrtnt72 and pathy.coduto were seen discussing the consequences of truancy near the school playground. K@gmail.com and pathy21@protonmail.com expressed their concerns about the impact of absenteeism on the academic performance of students.\n\nkxxfrwiuxsirlqz1901', 'language': 'English', 'record_id': '40906B', 'split_set': 'train'}",Sensitive,pii_masking_sample_b.csv
94,"{'Pregnancies': 10.0, 'Glucose': 129.0, 'BloodPressure': 76.0, 'SkinThickness': 28.0, 'Insulin': 122.0, 'BMI': 35.9, 'DiabetesPedigreeFunction': 0.28, 'Age': 39.0, 'Outcome': 0.0}",Sensitive,diabetes.csv
95,"{'Transaction_ID': 552333.0, 'Customer_ID': 97230.0, 'Transaction_Amount (in Million)': 6.0, 'Transaction_Time': '05:48', 'Transaction_Date': '2025-01-21', 'Transaction_Type': 'Online', 'Merchant_ID': 55975.0, 'Merchant_Category': 'Fuel', 'Transaction_Location': 'Kuala Lumpur', 'Customer_Home_Location': 'Karachi', 'Distance_From_Home': 345.0, 'Device_ID': 785695.0, 'IP_Address': '82.55.96.193', 'Card_Type': 'Credit', 'Account_Balance (in Million)': 24.0, 'Daily_Transaction_Count': 5.0, 'Weekly_Transaction_Count': 20.0, 'Avg_Transaction_Amount (in Million)': 5.0, 'Max_Transaction_Last_24h (in Million)': 8.0, 'Is_International_Transaction': 'No', 'Is_New_Merchant': 'Yes', 'Failed_Transaction_Count': 0.0, 'Unusual_Time_Transaction': 'Yes', 'Previous_Fraud_Count': 0.0, 'Fraud_Label': 'Normal'}",Sensitive,FraudShield_Banking_Data.csv
96,"{'Pregnancies': 2.0, 'Glucose': 108.0, 'BloodPressure': 52.0, 'SkinThickness': 26.0, 'Insulin': 63.0, 'BMI': 32.5, 'DiabetesPedigreeFunction': 0.318, 'Age': 22.0, 'Outcome': 0.0}",Sensitive,diabetes.csv
97,"{'source_text': 'manage mentorship program logistics.\n- Investing in mentorship program software for efficient administration and tracking.\n\nTotal Proposed Budget: Â£750,000\n\nSubmitted by: Prefer not to disclose, F, 048-625-9442, 886-559-3944, 148533642, 647-988-5772, 316 223 0915, 641.721.4796, 09-10-06-94-E88-0, 123.221.1095\n\nDate: 6:52 PM, DN3, 27/02/2053', 'language': 'English', 'record_id': '40900C', 'split_set': 'train'}",Sensitive,pii_masking_sample_b.csv
98,"{'Formatted Date': '2007-04-30 22:00:00.000 +0200', 'Summary': 'Partly Cloudy', 'Precip Type': 'rain', 'Temperature (C)': 8.616666667, 'Apparent Temperature (C)': 7.161111111, 'Humidity': 0.62, 'Wind Speed (km/h)': 9.0965, 'Wind Bearing (degrees)': 302, 'Visibility (km)': 15.8263, 'Pressure (millibars)': 1012.46, 'Daily Summary': 'Partly cloudy throughout the day.'}",Public,weatherHistory.csv
99,"{'Transaction_ID': 531473.0, 'Customer_ID': 42693.0, 'Transaction_Amount (in Million)': 1.0, 'Transaction_Time': '10:29', 'Transaction_Date': '2025-04-02', 'Transaction_Type': 'POS', 'Merchant_ID': 34588.0, 'Merchant_Category': 'ATM', 'Transaction_Location': 'Islamabad', 'Customer_Home_Location': 'Lahore', 'Distance_From_Home': 358.0, 'Device_ID': 119871.0, 'IP_Address': '114.22.3.3', 'Card_Type': 'Credit', 'Account_Balance (in Million)': 39.0, 'Daily_Transaction_Count': 1.0, 'Weekly_Transaction_Count': 10.0, 'Avg_Transaction_Amount (in Million)': 2.0, 'Max_Transaction_Last_24h (in Million)': 4.0, 'Is_International_Transaction': 'No', 'Is_New_Merchant': 'Yes', 'Failed_Transaction_Count': 0.0, 'Unusual_Time_Transaction': 'No', 'Previous_Fraud_Count': 0.0, 'Fraud_Label': 'Fraud'}",Sensitive,FraudShield_Banking_Data.csv
100,"{'time': '1452078686', 'use [kW]': 0.466533333, 'gen [kW]': 0.3977, 'House overall [kW]': 0.466533333, 'Dishwasher [kW]': 1.67e-05, 'Furnace 1 [kW]': 0.155633333, 'Furnace 2 [kW]': 0.06395, 'Home office [kW]': 0.03965, 'Fridge [kW]': 0.005383333, 'Wine cellar [kW]': 0.015066667, 'Garage door [kW]': 0.012916667, 'Kitchen 12 [kW]': 0.000783333, 'Kitchen 14 [kW]': 1.67e-05, 'Kitchen 38 [kW]': 0.0, 'Barn [kW]': 0.29345, 'Well [kW]': 0.001, 'Microwave [kW]': 0.003216667, 'Living room [kW]': 0.001016667, 'Solar [kW]': 0.3977, 'temperature': 37.0, 'icon': 'rain', 'humidity': 0.83, 'visibility': 8.89, 'summary': 'Drizzle', 'apparentTemperature': 34.02, 'pressure': 1024.74, 'windSpeed': 3.84, 'cloudCover': '0.31', 'windBearing': 40.0, 'precipIntensity': 0.008, 'dewPoint': 32.21, 'precipProbability': 0.41}",Public,HomeC.csv
